Country,Tariff_Year,HS_Family,Average_Tariff,Free_Trade_Agreement_with_US,European_Union
Pakistan,2020,94,19.5,No,No
Pakistan,2020,95,15,No,No
Pakistan,2019,2,14.6,No,No
Pakistan,2019,7,7,No,No
Pakistan,2019,8,16.7,No,No
Pakistan,2019,9,7.5,No,No
Pakistan,2019,10,5.6,No,No
Pakistan,2019,11,15.2,No,No
Pakistan,2019,14,10.2,No,No
Pakistan,2019,15,11,No,No
Pakistan,2019,16,20,No,No
Pakistan,2019,17,15,No,No
Pakistan,2019,18,11.2,No,No
Pakistan,2019,19,19.6,No,No
Pakistan,2019,20,19.2,No,No
Pakistan,2019,22,70.8,No,No
Pakistan,2019,24,17.3,No,No
Pakistan,2019,30,11.6,No,No
Pakistan,2019,40,15.1,No,No
Pakistan,2019,47,4.6,No,No
Pakistan,2019,72,10.7,No,No
Pakistan,2019,73,17.4,No,No
Pakistan,2019,87,36,No,No
Pakistan,2019,94,19.5,No,No
Pakistan,2019,95,15,No,No
Pakistan,2018,2,14.6,No,No
Pakistan,2018,7,7,No,No
Pakistan,2018,8,16.7,No,No
Pakistan,2018,9,7.5,No,No
Pakistan,2018,10,5.6,No,No
Pakistan,2018,11,15.2,No,No
Pakistan,2018,14,10.2,No,No
Pakistan,2018,15,11,No,No
Pakistan,2018,16,20,No,No
Pakistan,2018,17,15,No,No
Pakistan,2018,18,11.2,No,No
Pakistan,2018,19,19.6,No,No
Pakistan,2018,20,19.2,No,No
Pakistan,2018,22,70.8,No,No
Pakistan,2018,24,17.3,No,No
Pakistan,2018,30,11.6,No,No
Pakistan,2018,40,15.1,No,No
Pakistan,2018,47,4.6,No,No
Pakistan,2018,72,10.7,No,No
Pakistan,2018,73,17.4,No,No
Pakistan,2018,87,36,No,No
Pakistan,2018,94,19.5,No,No
Pakistan,2018,95,15,No,No
Pakistan,2017,2,14.6,No,No
Pakistan,2017,7,7,No,No
Pakistan,2017,8,16.7,No,No
Pakistan,2017,9,7.8,No,No
Pakistan,2017,10,5.6,No,No
Pakistan,2017,11,15.2,No,No
Pakistan,2017,14,10.2,No,No
Pakistan,2017,15,11,No,No
Pakistan,2017,16,20,No,No
Pakistan,2017,17,15,No,No
Pakistan,2017,18,11.2,No,No
Pakistan,2017,19,19.6,No,No
Pakistan,2017,20,19.2,No,No
Pakistan,2017,22,70.8,No,No
Pakistan,2017,24,17.3,No,No
Pakistan,2017,30,11.6,No,No
Pakistan,2017,40,15,No,No
Pakistan,2017,47,4.6,No,No
Pakistan,2017,72,10.7,No,No
Pakistan,2017,73,17.4,No,No
Pakistan,2017,87,36,No,No
Pakistan,2017,94,19.5,No,No
Pakistan,2017,95,15,No,No
Pakistan,2016,2,14.6,No,No
Pakistan,2016,7,7,No,No
Pakistan,2016,8,16.6,No,No
Pakistan,2016,9,7.8,No,No
Pakistan,2016,10,5.6,No,No
Pakistan,2016,11,15.2,No,No
Pakistan,2016,14,10.2,No,No
Pakistan,2016,15,11,No,No
Pakistan,2016,16,20,No,No
Pakistan,2016,17,15,No,No
Pakistan,2016,18,11.2,No,No
Pakistan,2016,19,19.6,No,No
Pakistan,2016,20,19.2,No,No
Pakistan,2016,22,72.3,No,No
Pakistan,2016,24,17.3,No,No
Pakistan,2016,30,11.8,No,No
Pakistan,2016,40,15,No,No
Pakistan,2016,47,4.6,No,No
Pakistan,2016,72,10.7,No,No
Pakistan,2016,73,17.4,No,No
Pakistan,2016,87,35.1,No,No
Pakistan,2016,94,19.5,No,No
Pakistan,2016,95,15,No,No
Pakistan,2015,2,14.5,No,No
Pakistan,2015,7,7.2,No,No
Pakistan,2015,8,16.1,No,No
Pakistan,2015,9,7.9,No,No
Pakistan,2015,10,6.1,No,No
Pakistan,2015,11,14.3,No,No
Pakistan,2015,14,10.5,No,No
Pakistan,2015,15,11,No,No
Pakistan,2015,16,20,No,No
Pakistan,2015,17,14.9,No,No
Pakistan,2015,18,11.5,No,No
Pakistan,2015,19,19.5,No,No
Pakistan,2015,20,19,No,No
Pakistan,2015,22,72.3,No,No
Pakistan,2015,24,15.5,No,No
Pakistan,2015,30,11.6,No,No
Pakistan,2015,40,14.7,No,No
Pakistan,2015,47,3.9,No,No
Pakistan,2015,72,10.4,No,No
Pakistan,2015,73,17.4,No,No
Pakistan,2015,87,36.4,No,No
Pakistan,2015,94,19.8,No,No
Pakistan,2015,95,14.4,No,No
Pakistan,2014,2,16.8,No,No
Pakistan,2014,7,6.9,No,No
Pakistan,2014,8,19.4,No,No
Pakistan,2014,9,7.7,No,No
Pakistan,2014,10,5.9,No,No
Pakistan,2014,11,14.5,No,No
Pakistan,2014,14,10.8,No,No
Pakistan,2014,15,11.8,No,No
Pakistan,2014,16,21.3,No,No
Pakistan,2014,17,16.5,No,No
Pakistan,2014,18,13.6,No,No
Pakistan,2014,19,23.7,No,No
Pakistan,2014,20,23.1,No,No
Pakistan,2014,22,73.4,No,No
Pakistan,2014,24,19,No,No
Pakistan,2014,30,11.8,No,No
Pakistan,2014,40,15.2,No,No
Pakistan,2014,47,3,No,No
Pakistan,2014,72,10.4,No,No
Pakistan,2014,73,18.7,No,No
Pakistan,2014,87,36.8,No,No
Pakistan,2014,94,24,No,No
Pakistan,2014,95,15.8,No,No
Pakistan,2013,2,16.6,No,No
Pakistan,2013,7,6.7,No,No
Pakistan,2013,8,22.6,No,No
Pakistan,2013,9,7.5,No,No
Pakistan,2013,10,5.8,No,No
Pakistan,2013,11,14.4,No,No
Pakistan,2013,14,10.8,No,No
Pakistan,2013,15,11.8,No,No
Pakistan,2013,16,21.3,No,No
Pakistan,2013,17,17.1,No,No
Pakistan,2013,18,15.8,No,No
Pakistan,2013,19,27.9,No,No
Pakistan,2013,20,27.1,No,No
Pakistan,2013,22,74.3,No,No
Pakistan,2013,24,22.5,No,No
Pakistan,2013,30,11.8,No,No
Pakistan,2013,40,14.9,No,No
Pakistan,2013,47,2.1,No,No
Pakistan,2013,72,9.8,No,No
Pakistan,2013,73,19,No,No
Pakistan,2013,87,36.8,No,No
Pakistan,2013,94,26,No,No
Pakistan,2013,95,15.8,No,No
Pakistan,2012,2,16.6,No,No
Pakistan,2012,7,6.7,No,No
Pakistan,2012,8,22.5,No,No
Pakistan,2012,9,7.5,No,No
Pakistan,2012,10,5.8,No,No
Pakistan,2012,11,14.4,No,No
Pakistan,2012,14,10.8,No,No
Pakistan,2012,15,11.8,No,No
Pakistan,2012,16,21.3,No,No
Pakistan,2012,17,17.1,No,No
Pakistan,2012,18,15.8,No,No
Pakistan,2012,19,27.9,No,No
Pakistan,2012,20,27.1,No,No
Pakistan,2012,22,74.3,No,No
Pakistan,2012,24,22.5,No,No
Pakistan,2012,30,11.8,No,No
Pakistan,2012,40,14.9,No,No
Pakistan,2012,47,2.1,No,No
Pakistan,2012,72,9.8,No,No
Pakistan,2012,73,19,No,No
Pakistan,2012,87,37.2,No,No
Pakistan,2012,94,26,No,No
Pakistan,2012,95,15.8,No,No
Pakistan,2011,2,15.5,No,No
Pakistan,2011,7,7.2,No,No
Pakistan,2011,8,26.9,No,No
Pakistan,2011,9,7.7,No,No
Pakistan,2011,10,5.9,No,No
Pakistan,2011,11,14.3,No,No
Pakistan,2011,14,10.8,No,No
Pakistan,2011,15,10.4,No,No
Pakistan,2011,16,22.1,No,No
Pakistan,2011,17,17.2,No,No
Pakistan,2011,18,15.8,No,No
Pakistan,2011,19,30.5,No,No
Pakistan,2011,20,30.7,No,No
Pakistan,2011,22,75.2,No,No
Pakistan,2011,24,25,No,No
Pakistan,2011,30,11.8,No,No
Pakistan,2011,40,14.9,No,No
Pakistan,2011,47,2.1,No,No
Pakistan,2011,72,9.8,No,No
Pakistan,2011,73,19.2,No,No
Pakistan,2011,87,37.2,No,No
Pakistan,2011,94,27.9,No,No
Pakistan,2011,95,16,No,No
Pakistan,2010,2,15.5,No,No
Pakistan,2010,7,7.2,No,No
Pakistan,2010,8,26.9,No,No
Pakistan,2010,9,7.7,No,No
Pakistan,2010,10,5.9,No,No
Pakistan,2010,11,14.3,No,No
Pakistan,2010,14,10.8,No,No
Pakistan,2010,15,10.4,No,No
Pakistan,2010,16,22.1,No,No
Pakistan,2010,17,17.2,No,No
Pakistan,2010,18,15.8,No,No
Pakistan,2010,19,30.5,No,No
Pakistan,2010,20,30.7,No,No
Pakistan,2010,22,75.2,No,No
Pakistan,2010,24,25,No,No
Pakistan,2010,30,11.8,No,No
Pakistan,2010,40,14.9,No,No
Pakistan,2010,47,2.1,No,No
Pakistan,2010,72,9.8,No,No
Pakistan,2010,73,19.2,No,No
Pakistan,2010,87,37.2,No,No
Pakistan,2010,94,27.9,No,No
Pakistan,2010,95,15.8,No,No
Philippines,2020,2,22.16,No,No
Philippines,2020,7,13.72,No,No
Philippines,2020,8,7.87,No,No
Philippines,2020,9,10.05,No,No
Philippines,2020,10,11.43,No,No
Philippines,2020,11,9.37,No,No
Philippines,2020,14,3.16,No,No
Philippines,2020,15,5.76,No,No
Philippines,2020,16,19.12,No,No
Philippines,2020,17,19.11,No,No
Philippines,2020,18,5,No,No
Philippines,2020,19,12.17,No,No
Philippines,2020,20,9.17,No,No
Philippines,2020,22,9.75,No,No
Philippines,2020,24,7.02,No,No
Philippines,2020,30,2.79,No,No
Philippines,2020,40,5.13,No,No
Philippines,2020,47,0.81,No,No
Philippines,2020,72,2.65,No,No
Philippines,2020,73,8,No,No
Philippines,2020,87,13.41,No,No
Philippines,2020,94,11.66,No,No
Philippines,2020,95,4.31,No,No
Philippines,2019,2,22.4,No,No
Philippines,2019,7,13.72,No,No
Philippines,2019,8,7.87,No,No
Philippines,2019,9,10.05,No,No
Philippines,2019,10,11.75,No,No
Philippines,2019,11,9.37,No,No
Philippines,2019,14,3.16,No,No
Philippines,2019,15,5.76,No,No
Philippines,2019,16,18.91,No,No
Philippines,2019,17,19.11,No,No
Philippines,2019,18,5,No,No
Philippines,2019,19,12.17,No,No
Philippines,2019,20,9.07,No,No
Philippines,2019,22,9.75,No,No
Philippines,2019,24,7.02,No,No
Philippines,2019,30,2.79,No,No
Philippines,2019,40,5.13,No,No
Philippines,2019,47,0.81,No,No
Philippines,2019,72,2.65,No,No
Philippines,2019,73,8,No,No
Philippines,2019,87,13.41,No,No
Philippines,2019,94,11.66,No,No
Philippines,2019,95,4.31,No,No
Philippines,2018,2,22.16,No,No
Philippines,2018,7,13.72,No,No
Philippines,2018,8,7.87,No,No
Philippines,2018,9,10.05,No,No
Philippines,2018,10,11.43,No,No
Philippines,2018,11,9.37,No,No
Philippines,2018,14,3.16,No,No
Philippines,2018,15,5.76,No,No
Philippines,2018,16,18.84,No,No
Philippines,2018,17,19.11,No,No
Philippines,2018,18,5,No,No
Philippines,2018,19,12.17,No,No
Philippines,2018,20,8.98,No,No
Philippines,2018,22,9.75,No,No
Philippines,2018,24,7.02,No,No
Philippines,2018,30,2.79,No,No
Philippines,2018,40,5.13,No,No
Philippines,2018,47,0.81,No,No
Philippines,2018,72,2.65,No,No
Philippines,2018,73,8.01,No,No
Philippines,2018,87,13.39,No,No
Philippines,2018,94,11.66,No,No
Philippines,2018,95,4.4,No,No
Philippines,2017,2,22.16,No,No
Philippines,2017,7,13.72,No,No
Philippines,2017,8,7.87,No,No
Philippines,2017,9,10.05,No,No
Philippines,2017,10,11.43,No,No
Philippines,2017,11,9.37,No,No
Philippines,2017,14,3.16,No,No
Philippines,2017,15,5.76,No,No
Philippines,2017,16,18.84,No,No
Philippines,2017,17,19.11,No,No
Philippines,2017,18,5,No,No
Philippines,2017,19,12.17,No,No
Philippines,2017,20,8.98,No,No
Philippines,2017,22,9.75,No,No
Philippines,2017,24,7.02,No,No
Philippines,2017,30,2.8,No,No
Philippines,2017,40,5.13,No,No
Philippines,2017,47,0.81,No,No
Philippines,2017,72,2.65,No,No
Philippines,2017,73,8.02,No,No
Philippines,2017,87,13.38,No,No
Philippines,2017,94,11.64,No,No
Philippines,2017,95,4.54,No,No
Philippines,2016,2,22.16,No,No
Philippines,2016,7,13.79,No,No
Philippines,2016,8,7.8,No,No
Philippines,2016,9,10.05,No,No
Philippines,2016,10,11.64,No,No
Philippines,2016,11,9.37,No,No
Philippines,2016,14,3.27,No,No
Philippines,2016,15,5.76,No,No
Philippines,2016,16,18.93,No,No
Philippines,2016,17,18.86,No,No
Philippines,2016,18,5.04,No,No
Philippines,2016,19,12.23,No,No
Philippines,2016,20,8.94,No,No
Philippines,2016,22,9.84,No,No
Philippines,2016,24,7,No,No
Philippines,2016,30,3.21,No,No
Philippines,2016,40,4.99,No,No
Philippines,2016,47,1,No,No
Philippines,2016,72,2.71,No,No
Philippines,2016,73,8.04,No,No
Philippines,2016,87,12.32,No,No
Philippines,2016,94,11.64,No,No
Philippines,2016,95,4.58,No,No
Philippines,2015,2,22.48,No,No
Philippines,2015,7,13.79,No,No
Philippines,2015,8,7.8,No,No
Philippines,2015,9,10.05,No,No
Philippines,2015,10,11.64,No,No
Philippines,2015,11,9.37,No,No
Philippines,2015,14,3.27,No,No
Philippines,2015,15,5.76,No,No
Philippines,2015,16,18.93,No,No
Philippines,2015,17,18.86,No,No
Philippines,2015,18,5.04,No,No
Philippines,2015,19,12.23,No,No
Philippines,2015,20,9.13,No,No
Philippines,2015,22,9.84,No,No
Philippines,2015,24,7,No,No
Philippines,2015,30,3.22,No,No
Philippines,2015,40,4.99,No,No
Philippines,2015,47,1,No,No
Philippines,2015,72,2.71,No,No
Philippines,2015,73,8.04,No,No
Philippines,2015,87,12.35,No,No
Philippines,2015,94,11.64,No,No
Philippines,2015,95,4.58,No,No
Philippines,2014,2,22.48,No,No
Philippines,2014,7,13.79,No,No
Philippines,2014,8,7.8,No,No
Philippines,2014,9,10.05,No,No
Philippines,2014,10,11.64,No,No
Philippines,2014,11,9.37,No,No
Philippines,2014,14,3.27,No,No
Philippines,2014,15,5.76,No,No
Philippines,2014,16,18.93,No,No
Philippines,2014,17,18.86,No,No
Philippines,2014,18,5.04,No,No
Philippines,2014,19,12.23,No,No
Philippines,2014,20,9.13,No,No
Philippines,2014,22,9.84,No,No
Philippines,2014,24,7,No,No
Philippines,2014,30,3.21,No,No
Philippines,2014,40,4.99,No,No
Philippines,2014,47,1,No,No
Philippines,2014,72,2.71,No,No
Philippines,2014,73,8.04,No,No
Philippines,2014,87,12.31,No,No
Philippines,2014,94,11.64,No,No
Philippines,2014,95,4.58,No,No
Philippines,2013,2,22.48,No,No
Philippines,2013,7,13.79,No,No
Philippines,2013,8,7.8,No,No
Philippines,2013,9,10.05,No,No
Philippines,2013,10,11.64,No,No
Philippines,2013,11,9.37,No,No
Philippines,2013,14,3.27,No,No
Philippines,2013,15,5.76,No,No
Philippines,2013,16,18.93,No,No
Philippines,2013,17,20.37,No,No
Philippines,2013,18,5.04,No,No
Philippines,2013,19,12.23,No,No
Philippines,2013,20,9.13,No,No
Philippines,2013,22,9.84,No,No
Philippines,2013,24,7,No,No
Philippines,2013,30,3.23,No,No
Philippines,2013,40,4.98,No,No
Philippines,2013,47,1,No,No
Philippines,2013,72,2.78,No,No
Philippines,2013,73,8.03,No,No
Philippines,2013,87,12.36,No,No
Philippines,2013,94,11.65,No,No
Philippines,2013,95,4.58,No,No
Philippines,2012,2,21.24,No,No
Philippines,2012,7,14.52,No,No
Philippines,2012,8,7.98,No,No
Philippines,2012,9,10.73,No,No
Philippines,2012,10,15.36,No,No
Philippines,2012,11,9.3,No,No
Philippines,2012,14,3.2,No,No
Philippines,2012,15,5.94,No,No
Philippines,2012,16,23.71,No,No
Philippines,2012,17,15.95,No,No
Philippines,2012,18,5.09,No,No
Philippines,2012,19,12.22,No,No
Philippines,2012,20,9.06,No,No
Philippines,2012,22,9.84,No,No
Philippines,2012,24,7.11,No,No
Philippines,2012,30,3.22,No,No
Philippines,2012,40,4.98,No,No
Philippines,2012,47,1,No,No
Philippines,2012,72,2.76,No,No
Philippines,2012,73,7.98,No,No
Philippines,2012,87,12.3,No,No
Philippines,2012,94,11.56,No,No
Philippines,2012,95,4.54,No,No
Philippines,2011,2,21.24,No,No
Philippines,2011,7,14.52,No,No
Philippines,2011,8,7.98,No,No
Philippines,2011,9,10.73,No,No
Philippines,2011,10,15.36,No,No
Philippines,2011,11,9.3,No,No
Philippines,2011,14,3.2,No,No
Philippines,2011,15,5.94,No,No
Philippines,2011,16,23.71,No,No
Philippines,2011,17,15.95,No,No
Philippines,2011,18,5.09,No,No
Philippines,2011,19,12.22,No,No
Philippines,2011,20,9.06,No,No
Philippines,2011,22,9.84,No,No
Philippines,2011,24,7.11,No,No
Philippines,2011,30,3.22,No,No
Philippines,2011,40,4.98,No,No
Philippines,2011,47,1,No,No
Philippines,2011,72,2.76,No,No
Philippines,2011,73,7.98,No,No
Philippines,2011,87,12.39,No,No
Philippines,2011,94,11.56,No,No
Philippines,2011,95,4.54,No,No
Philippines,2010,2,21.24,No,No
Philippines,2010,7,14.49,No,No
Philippines,2010,8,7.98,No,No
Philippines,2010,9,10.73,No,No
Philippines,2010,10,15.36,No,No
Philippines,2010,11,9.3,No,No
Philippines,2010,14,3.2,No,No
Philippines,2010,15,5.94,No,No
Philippines,2010,16,23.71,No,No
Philippines,2010,17,15.95,No,No
Philippines,2010,18,5.06,No,No
Philippines,2010,19,12.22,No,No
Philippines,2010,20,9.06,No,No
Philippines,2010,22,9.84,No,No
Philippines,2010,24,7.11,No,No
Philippines,2010,30,3.19,No,No
Philippines,2010,40,5.04,No,No
Philippines,2010,47,1,No,No
Philippines,2010,72,3.96,No,No
Philippines,2010,73,7.98,No,No
Philippines,2010,87,12.78,No,No
Philippines,2010,94,11.58,No,No
Philippines,2010,95,4.53,No,No
Singapore,2020,2,0,Yes,No
Singapore,2020,7,0,Yes,No
Singapore,2020,8,0,Yes,No
Singapore,2020,9,0,Yes,No
Singapore,2020,10,0,Yes,No
Singapore,2020,11,0,Yes,No
Singapore,2020,14,0,Yes,No
Singapore,2020,15,0,Yes,No
Singapore,2020,16,0,Yes,No
Singapore,2020,17,0,Yes,No
Singapore,2020,18,0,Yes,No
Singapore,2020,19,0,Yes,No
Singapore,2020,20,0,Yes,No
Singapore,2020,22,0,Yes,No
Singapore,2020,24,0,Yes,No
Singapore,2020,30,0,Yes,No
Singapore,2020,40,0,Yes,No
Singapore,2020,47,0,Yes,No
Singapore,2020,72,0,Yes,No
Singapore,2020,73,0,Yes,No
Singapore,2020,87,0,Yes,No
Singapore,2020,94,0,Yes,No
Singapore,2020,95,0,Yes,No
Singapore,2019,2,0,Yes,No
Singapore,2019,7,0,Yes,No
Singapore,2019,8,0,Yes,No
Singapore,2019,9,0,Yes,No
Singapore,2019,10,0,Yes,No
Singapore,2019,11,0,Yes,No
Singapore,2019,14,0,Yes,No
Singapore,2019,15,0,Yes,No
Singapore,2019,16,0,Yes,No
Singapore,2019,17,0,Yes,No
Singapore,2019,18,0,Yes,No
Singapore,2019,19,0,Yes,No
Singapore,2019,20,0,Yes,No
Singapore,2019,22,0,Yes,No
Singapore,2019,24,0,Yes,No
Singapore,2019,30,0,Yes,No
Singapore,2019,40,0,Yes,No
Singapore,2019,47,0,Yes,No
Singapore,2019,72,0,Yes,No
Singapore,2019,73,0,Yes,No
Singapore,2019,87,0,Yes,No
Singapore,2019,94,0,Yes,No
Singapore,2019,95,0,Yes,No
Singapore,2018,2,0,Yes,No
Singapore,2018,7,0,Yes,No
Singapore,2018,8,0,Yes,No
Singapore,2018,9,0,Yes,No
Singapore,2018,10,0,Yes,No
Singapore,2018,11,0,Yes,No
Singapore,2018,14,0,Yes,No
Singapore,2018,15,0,Yes,No
Singapore,2018,16,0,Yes,No
Singapore,2018,17,0,Yes,No
Singapore,2018,18,0,Yes,No
Singapore,2018,19,0,Yes,No
Singapore,2018,20,0,Yes,No
Singapore,2018,22,0,Yes,No
Singapore,2018,24,0,Yes,No
Singapore,2018,30,0,Yes,No
Singapore,2018,40,0,Yes,No
Singapore,2018,47,0,Yes,No
Singapore,2018,72,0,Yes,No
Singapore,2018,73,0,Yes,No
Singapore,2018,87,0,Yes,No
Singapore,2018,94,0,Yes,No
Singapore,2018,95,0,Yes,No
Singapore,2017,2,0,Yes,No
Singapore,2017,7,0,Yes,No
Singapore,2017,8,0,Yes,No
Singapore,2017,9,0,Yes,No
Singapore,2017,10,0,Yes,No
Singapore,2017,11,0,Yes,No
Singapore,2017,14,0,Yes,No
Singapore,2017,15,0,Yes,No
Singapore,2017,16,0,Yes,No
Singapore,2017,17,0,Yes,No
Singapore,2017,18,0,Yes,No
Singapore,2017,19,0,Yes,No
Singapore,2017,20,0,Yes,No
Singapore,2017,22,0,Yes,No
Singapore,2017,24,0,Yes,No
Singapore,2017,30,0,Yes,No
Singapore,2017,40,0,Yes,No
Singapore,2017,47,0,Yes,No
Singapore,2017,72,0,Yes,No
Singapore,2017,73,0,Yes,No
Singapore,2017,87,0,Yes,No
Singapore,2017,94,0,Yes,No
Singapore,2017,95,0,Yes,No
Singapore,2016,2,0,Yes,No
Singapore,2016,7,0,Yes,No
Singapore,2016,8,0,Yes,No
Singapore,2016,9,0,Yes,No
Singapore,2016,10,0,Yes,No
Singapore,2016,11,0,Yes,No
Singapore,2016,14,0,Yes,No
Singapore,2016,15,0,Yes,No
Singapore,2016,16,0,Yes,No
Singapore,2016,17,0,Yes,No
Singapore,2016,18,0,Yes,No
Singapore,2016,19,0,Yes,No
Singapore,2016,20,0,Yes,No
Singapore,2016,22,0,Yes,No
Singapore,2016,24,0,Yes,No
Singapore,2016,30,0,Yes,No
Singapore,2016,40,0,Yes,No
Singapore,2016,47,0,Yes,No
Singapore,2016,72,0,Yes,No
Singapore,2016,73,0,Yes,No
Singapore,2016,87,0,Yes,No
Singapore,2016,94,0,Yes,No
Singapore,2016,95,0,Yes,No
Singapore,2015,2,0,Yes,No
Singapore,2015,7,0,Yes,No
Singapore,2015,8,0,Yes,No
Singapore,2015,9,0,Yes,No
Singapore,2015,10,0,Yes,No
Singapore,2015,11,0,Yes,No
Singapore,2015,14,0,Yes,No
Singapore,2015,15,0,Yes,No
Singapore,2015,16,0,Yes,No
Singapore,2015,17,0,Yes,No
Singapore,2015,18,0,Yes,No
Singapore,2015,19,0,Yes,No
Singapore,2015,20,0,Yes,No
Singapore,2015,22,0,Yes,No
Singapore,2015,24,0,Yes,No
Singapore,2015,30,0,Yes,No
Singapore,2015,40,0,Yes,No
Singapore,2015,47,0,Yes,No
Singapore,2015,72,0,Yes,No
Singapore,2015,73,0,Yes,No
Singapore,2015,87,0,Yes,No
Singapore,2015,94,0,Yes,No
Singapore,2015,95,0,Yes,No
Singapore,2014,2,0,Yes,No
Singapore,2014,7,0,Yes,No
Singapore,2014,8,0,Yes,No
Singapore,2014,9,0,Yes,No
Singapore,2014,10,0,Yes,No
Singapore,2014,11,0,Yes,No
Singapore,2014,14,0,Yes,No
Singapore,2014,15,0,Yes,No
Singapore,2014,16,0,Yes,No
Singapore,2014,17,0,Yes,No
Singapore,2014,18,0,Yes,No
Singapore,2014,19,0,Yes,No
Singapore,2014,20,0,Yes,No
Singapore,2014,22,0,Yes,No
Singapore,2014,24,0,Yes,No
Singapore,2014,30,0,Yes,No
Singapore,2014,40,0,Yes,No
Singapore,2014,47,0,Yes,No
Singapore,2014,72,0,Yes,No
Singapore,2014,73,0,Yes,No
Singapore,2014,87,0,Yes,No
Singapore,2014,94,0,Yes,No
Singapore,2014,95,0,Yes,No
Singapore,2013,2,0,Yes,No
Singapore,2013,7,0,Yes,No
Singapore,2013,8,0,Yes,No
Singapore,2013,9,0,Yes,No
Singapore,2013,10,0,Yes,No
Singapore,2013,11,0,Yes,No
Singapore,2013,14,0,Yes,No
Singapore,2013,15,0,Yes,No
Singapore,2013,16,0,Yes,No
Singapore,2013,17,0,Yes,No
Singapore,2013,18,0,Yes,No
Singapore,2013,19,0,Yes,No
Singapore,2013,20,0,Yes,No
Singapore,2013,22,0,Yes,No
Singapore,2013,24,0,Yes,No
Singapore,2013,30,0,Yes,No
Singapore,2013,40,0,Yes,No
Singapore,2013,47,0,Yes,No
Singapore,2013,72,0,Yes,No
Singapore,2013,73,0,Yes,No
Singapore,2013,87,0,Yes,No
Singapore,2013,94,0,Yes,No
Singapore,2013,95,0,Yes,No
Singapore,2012,2,0,Yes,No
Singapore,2012,7,0,Yes,No
Singapore,2012,8,0,Yes,No
Singapore,2012,9,0,Yes,No
Singapore,2012,10,0,Yes,No
Singapore,2012,11,0,Yes,No
Singapore,2012,14,0,Yes,No
Singapore,2012,15,0,Yes,No
Singapore,2012,16,0,Yes,No
Singapore,2012,17,0,Yes,No
Singapore,2012,18,0,Yes,No
Singapore,2012,19,0,Yes,No
Singapore,2012,20,0,Yes,No
Singapore,2012,22,0,Yes,No
Singapore,2012,24,0,Yes,No
Singapore,2012,30,0,Yes,No
Singapore,2012,40,0,Yes,No
Singapore,2012,47,0,Yes,No
Singapore,2012,72,0,Yes,No
Singapore,2012,73,0,Yes,No
Singapore,2012,87,0,Yes,No
Singapore,2012,94,0,Yes,No
Singapore,2012,95,0,Yes,No
Singapore,2011,2,0,Yes,No
Singapore,2011,7,0,Yes,No
Singapore,2011,8,0,Yes,No
Singapore,2011,9,0,Yes,No
Singapore,2011,10,0,Yes,No
Singapore,2011,11,0,Yes,No
Singapore,2011,14,0,Yes,No
Singapore,2011,15,0,Yes,No
Singapore,2011,16,0,Yes,No
Singapore,2011,17,0,Yes,No
Singapore,2011,18,0,Yes,No
Singapore,2011,19,0,Yes,No
Singapore,2011,20,0,Yes,No
Singapore,2011,22,0,Yes,No
Singapore,2011,24,0,Yes,No
Singapore,2011,30,0,Yes,No
Singapore,2011,40,0,Yes,No
Singapore,2011,47,0,Yes,No
Singapore,2011,72,0,Yes,No
Singapore,2011,73,0,Yes,No
Singapore,2011,87,0,Yes,No
Singapore,2011,94,0,Yes,No
Singapore,2011,95,0,Yes,No
Singapore,2010,2,0,Yes,No
Singapore,2010,7,0,Yes,No
Singapore,2010,8,0,Yes,No
Singapore,2010,9,0,Yes,No
Singapore,2010,10,0,Yes,No
Singapore,2010,11,0,Yes,No
Singapore,2010,14,0,Yes,No
Singapore,2010,15,0,Yes,No
Singapore,2010,16,0,Yes,No
Singapore,2010,17,0,Yes,No
Singapore,2010,18,0,Yes,No
Singapore,2010,19,0,Yes,No
Singapore,2010,20,0,Yes,No
Singapore,2010,22,0,Yes,No
Singapore,2010,24,0,Yes,No
Singapore,2010,30,0,Yes,No
Singapore,2010,40,0,Yes,No
Singapore,2010,47,0,Yes,No
Singapore,2010,72,0,Yes,No
Singapore,2010,73,0,Yes,No
Singapore,2010,87,0,Yes,No
Singapore,2010,94,0,Yes,No
Singapore,2010,95,0,Yes,No
South Africa,2020,2,2.1,No,No
South Africa,2020,7,10.2,No,No
South Africa,2020,8,5.51,No,No
South Africa,2020,9,2.29,No,No
South Africa,2020,10,1.08,No,No
South Africa,2020,11,7.6,No,No
South Africa,2020,14,1.5,No,No
South Africa,2020,15,6.87,No,No
South Africa,2020,16,5.89,No,No
South Africa,2020,17,5.17,No,No
South Africa,2020,18,8.45,No,No
South Africa,2020,19,21,No,No
South Africa,2020,20,17.33,No,No
South Africa,2020,22,19,No,No
South Africa,2020,24,38.06,No,No
South Africa,2020,30,0.34,No,No
South Africa,2020,40,9.55,No,No
South Africa,2020,47,0,No,No
South Africa,2020,72,4.8,No,No
South Africa,2020,73,10.16,No,No
South Africa,2020,87,9.91,No,No
South Africa,2020,94,15.37,No,No
South Africa,2020,95,1.51,No,No
South Africa,2019,2,2.1,No,No
South Africa,2019,7,10.2,No,No
South Africa,2019,8,5.51,No,No
South Africa,2019,9,2.29,No,No
South Africa,2019,10,1.08,No,No
South Africa,2019,11,7.6,No,No
South Africa,2019,14,1.5,No,No
